date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:41:56	13972/13972	---M-Z	200	added ('OK')	text/html	date:Tue,%2023%20Oct%202018%2001:15:24%20GMT	http://www.onyxsports.co/soccer/	C:/Websites/Onyx/Webhook%20Static%20Copy/Onyx/www.onyxsports.co/soccer/index.html	(from http://www.onyxsports.co/)
09:41:57	13308/13308	---M-Z	200	added ('OK')	text/html	date:Tue,%2023%20Oct%202018%2001:15:24%20GMT	http://www.onyxsports.co/waka-ama/	C:/Websites/Onyx/Webhook%20Static%20Copy/Onyx/www.onyxsports.co/waka-ama/index.html	(from http://www.onyxsports.co/)
09:41:57	13526/13526	---M-Z	200	added ('OK')	text/html	date:Tue,%2023%20Oct%202018%2001:15:24%20GMT	http://www.onyxsports.co/touch-rugby/	C:/Websites/Onyx/Webhook%20Static%20Copy/Onyx/www.onyxsports.co/touch-rugby/index.html	(from http://www.onyxsports.co/)
09:41:58	12857/12857	---M-Z	200	added ('OK')	text/html	date:Tue,%2023%20Oct%202018%2001:15:24%20GMT	http://www.onyxsports.co/about-us/	C:/Websites/Onyx/Webhook%20Static%20Copy/Onyx/www.onyxsports.co/about-us/index.html	(from http://www.onyxsports.co/)
09:41:58	11759/11759	---M-Z	200	added ('OK')	text/html	date:Tue,%2023%20Oct%202018%2001:15:24%20GMT	http://www.onyxsports.co/testimonial/	C:/Websites/Onyx/Webhook%20Static%20Copy/Onyx/www.onyxsports.co/testimonial/index.html	(from http://www.onyxsports.co/)
09:42:00	32556/32556	---M-Z	200	added ('OK')	application/javascript	etag:W/%225abbb2cf-7f2c%22	http://blueimp.github.io/Gallery/js/jquery.blueimp-gallery.min.js	C:/Websites/Onyx/Webhook%20Static%20Copy/Onyx/blueimp.github.io/Gallery/js/jquery.blueimp-gallery.min.js	(from http://www.onyxsports.co/)
09:42:01	11084/11084	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd49fa-2b4c%22	http://cdnjs.cloudflare.com/ajax/libs/modernizr/2.8.3/modernizr.min.js	C:/Websites/Onyx/Webhook%20Static%20Copy/Onyx/cdnjs.cloudflare.com/ajax/libs/modernizr/2.8.3/modernizr.min.js	(from http://www.onyxsports.co/)
09:42:02	7199/7199	---M-Z	200	added ('OK')	application/javascript	etag:W/%2254499a48-1c1f%22	http://code.jquery.com/jquery-migrate-1.2.1.min.js	C:/Websites/Onyx/Webhook%20Static%20Copy/Onyx/code.jquery.com/jquery-migrate-1.2.1.min.js	(from http://www.onyxsports.co/)
09:42:04	1153/1153	---MC-	200	added ('OK')	application/javascript	date:Thu,%2004%20Oct%202018%2021:43:46%20GMT	http://www.onyxsports.co/static/javascript/e3a2b356.main.js	C:/Websites/Onyx/Webhook%20Static%20Copy/Onyx/www.onyxsports.co/static/javascript/e3a2b356.main.js	(from http://www.onyxsports.co/)
09:42:07	253669/253669	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd494f-3dee5%22	http://cdnjs.cloudflare.com/ajax/libs/jqueryui/1.12.1/jquery-ui.min.js	C:/Websites/Onyx/Webhook%20Static%20Copy/Onyx/cdnjs.cloudflare.com/ajax/libs/jqueryui/1.12.1/jquery-ui.min.js	(from http://www.onyxsports.co/)
